Дата;Заказчик;Город;Категория товара;Товар;Цена за упаковку;Количество;Итого
05.02.2020 0:00;Лента;Санкт-Петербург;Зелень;Кинза;650;99;64350
05.02.2020 0:00;Лента;Новосибирск;Ягоды;Голубика;3205;46;147430
05.02.2020 0:00;Магнит;Санкт-Петербург;Фрукты;Абрикосы;1320;83;109560
06.02.2020 0:00;Лента;Екатеринбург;Зелень;Кинза;650;48;31200
06.02.2020 0:00;Ашан;Новосибирск;Овощи;Свекла;450;35;15750
06.02.2020 0:00;Магнит;Санкт-Петербург;Ягоды;Клубника;2460;5;12300
06.02.2020 0:00;Магнит;Ростов-на-Дону;Ягоды;Брусника;1670;46;76820
06.02.2020 0:00;Магнит;Новосибирск;Ягоды;Смородина черная;1505;36;54180
07.02.2020 0:00;О'КЕЙ;Екатеринбург;Фрукты;Абрикосы;1320;62;81840
07.02.2020 0:00;Магнит;Новосибирск;Ягоды;Смородина черная;1505;87;130935
07.02.2020 0:00;О'КЕЙ;Санкт-Петербург;Овощи;Свекла;450;26;11700
07.02.2020 0:00;Ашан;Екатеринбург;Овощи;Свекла;450;55;24750
07.02.2020 0:00;Ашан;Санкт-Петербург;Зелень;Салат айсберг;1380;7;9660
07.02.2020 0:00;О'КЕЙ;Екатеринбург;Фрукты;Сливы;930;97;90210
07.02.2020 0:00;Лента;Екатеринбург;Ягоды;Брусника;1670;80;133600
07.02.2020 0:00;О'КЕЙ;Новосибирск;Зелень;Укроп;650;13;8450
07.02.2020 0:00;Лента;Волгоград;Овощи;Свекла;450;21;9450
07.02.2020 0:00;О'КЕЙ;Ростов-на-Дону;Фрукты;Груши;1420;28;39760
07.02.2020 0:00;Лента;Екатеринбург;Ягоды;Брусника;1670;57;95190
07.02.2020 0:00;Ашан;Новосибирск;Фрукты;Бананы;2400;13;31200
07.02.2020 0:00;Лента;Волгоград;Зелень;Укроп;650;30;19500
08.02.2020 0:00;Лента;Волгоград;Зелень;Петрушка;640;71;45440
08.02.2020 0:00;Магнит;Ростов-на-Дону;Ягоды;Клубника;2460;17;41820
08.02.2020 0:00;Магнит;Екатеринбург;Ягоды;Клубника;2460;48;118080
08.02.2020 0:00;Магнит;Москва;Зелень;Петрушка;640;95;60800
08.02.2020 0:00;Магнит;Екатеринбург;Овощи;Картофель;690;37;25530
08.02.2020 0:00;Магнит;Санкт-Петербург;Фрукты;Сливы;930;15;13950
08.02.2020 0:00;О'КЕЙ;Волгоград;Ягоды;Голубика;3205;76;243580
08.02.2020 0:00;Лента;Санкт-Петербург;Овощи;Картофель;690;7;4830
08.02.2020 0:00;Магнит;Москва;Зелень;Лук зеленый;705;23;16215
08.02.2020 0:00;Ашан;Волгоград;Фрукты;Сливы;930;42;39060
08.02.2020 0:00;Магнит;Санкт-Петербург;Фрукты;Апельсины;2540;65;165100
08.02.2020 0:00;Лента;Новосибирск;Фрукты;Груши;1420;55;78100
09.02.2020 0:00;Ашан;Новосибирск;Зелень;Укроп;650;51;33150
09.02.2020 0:00;О'КЕЙ;Волгоград;Фрукты;Сливы;930;23;21390
09.02.2020 0:00;О'КЕЙ;Москва;Зелень;Петрушка;640;59;37760
09.02.2020 0:00;Лента;Екатеринбург;Ягоды;Клубника;2460;70;172200
09.02.2020 0:00;Лента;Волгоград;Фрукты;Бананы;2400;89;213600
09.02.2020 0:00;Магнит;Санкт-Петербург;Фрукты;Апельсины;2540;47;119380
09.02.2020 0:00;Лента;Волгоград;Ягоды;Смородина черная;1505;8;12040
10.02.2020 0:00;Лента;Санкт-Петербург;Зелень;Петрушка;640;83;53120
10.02.2020 0:00;О'КЕЙ;Санкт-Петербург;Фрукты;Бананы;2400;67;160800
10.02.2020 0:00;Магнит;Новосибирск;Ягоды;Клубника;2460;9;22140
10.02.2020 0:00;Магнит;Екатеринбург;Овощи;Свекла;450;81;36450
10.02.2020 0:00;Магнит;Ростов-на-Дону;Фрукты;Абрикосы;1320;100;132000
10.02.2020 0:00;Лента;Волгоград;Фрукты;Апельсины;2540;95;241300
10.02.2020 0:00;Ашан;Екатеринбург;Зелень;Салат айсберг;1380;30;41400
10.02.2020 0:00;Ашан;Новосибирск;Фрукты;Бананы;2400;97;232800
10.02.2020 0:00;Магнит;Ростов-на-Дону;Фрукты;Абрикосы;1320;87;114840
10.02.2020 0:00;Лента;Санкт-Петербург;Овощи;Баклажаны;890;87;77430
10.02.2020 0:00;Лента;Новосибирск;Овощи;Кабачки;325;12;3900
11.02.2020 0:00;Лента;Москва;Зелень;Кинза;650;58;37700
11.02.2020 0:00;Лента;Новосибирск;Фрукты;Бананы;2400;41;98400
11.02.2020 0:00;Магнит;Москва;Овощи;Баклажаны;890;14;12460
11.02.2020 0:00;Магнит;Волгоград;Ягоды;Черешня;1760;98;172480
11.02.2020 0:00;Лента;Екатеринбург;Овощи;Картофель;690;97;66930
11.02.2020 0:00;Магнит;Новосибирск;Зелень;Лук зеленый;705;52;36660
11.02.2020 0:00;Лента;Санкт-Петербург;Фрукты;Груши;1420;73;103660
11.02.2020 0:00;Ашан;Екатеринбург;Ягоды;Черешня;1760;23;40480
11.02.2020 0:00;О'КЕЙ;Волгоград;Фрукты;Бананы;2400;35;84000
12.02.2020 0:00;О'КЕЙ;Волгоград;Ягоды;Клубника;2460;23;56580
12.02.2020 0:00;О'КЕЙ;Санкт-Петербург;Фрукты;Бананы;2400;86;206400
12.02.2020 0:00;Ашан;Новосибирск;Ягоды;Клубника;2460;63;154980
12.02.2020 0:00;О'КЕЙ;Волгоград;Фрукты;Яблоки;1230;28;34440
12.02.2020 0:00;Ашан;Москва;Зелень;Салат римский;540;59;31860
12.02.2020 0:00;Лента;Санкт-Петербург;Ягоды;Малина;2970;44;130680
12.02.2020 0:00;Магнит;Волгоград;Зелень;Петрушка;640;74;47360
13.02.2020 0:00;Магнит;Екатеринбург;Фрукты;Бананы;2400;31;74400
13.02.2020 0:00;Лента;Новосибирск;Овощи;Картофель;690;49;33810
13.02.2020 0:00;Ашан;Волгоград;Ягоды;Брусника;1670;36;60120
13.02.2020 0:00;О'КЕЙ;Волгоград;Фрукты;Груши;1420;51;72420
13.02.2020 0:00;Лента;Екатеринбург;Овощи;Кабачки;325;7;2275
13.02.2020 0:00;О'КЕЙ;Ростов-на-Дону;Овощи;Баклажаны;890;70;62300
13.02.2020 0:00;Ашан;Новосибирск;Зелень;Салат айсберг;1380;90;124200
13.02.2020 0:00;Лента;Волгоград;Овощи;Свекла;450;76;34200
14.02.2020 0:00;Магнит;Ростов-на-Дону;Фрукты;Сливы;930;50;46500
14.02.2020 0:00;Ашан;Волгоград;Зелень;Салат римский;540;98;52920
14.02.2020 0:00;Магнит;Екатеринбург;Ягоды;Брусника;1670;26;43420
14.02.2020 0:00;О'КЕЙ;Санкт-Петербург;Ягоды;Голубика;3205;54;173070
14.02.2020 0:00;О'КЕЙ;Ростов-на-Дону;Ягоды;Смородина черная;1505;85;127925
15.02.2020 0:00;Магнит;Волгоград;Ягоды;Клубника;2460;6;14760
15.02.2020 0:00;Лента;Новосибирск;Ягоды;Клубника;2460;28;68880
15.02.2020 0:00;Магнит;Москва;Овощи;Картофель;690;24;16560
15.02.2020 0:00;Ашан;Волгоград;Фрукты;Бананы;2400;51;122400
15.02.2020 0:00;Магнит;Санкт-Петербург;Зелень;Кинза;650;71;46150
15.02.2020 0:00;Лента;Санкт-Петербург;Ягоды;Голубика;3205;86;275630
15.02.2020 0:00;Лента;Санкт-Петербург;Ягоды;Голубика;3205;47;150635
15.02.2020 0:00;Магнит;Новосибирск;Зелень;Салат римский;540;34;18360
15.02.2020 0:00;Лента;Санкт-Петербург;Овощи;Кабачки;325;98;31850
15.02.2020 0:00;Лента;Новосибирск;Ягоды;Голубика;3205;90;288450
15.02.2020 0:00;Лента;Ростов-на-Дону;Зелень;Кинза;650;54;35100
15.02.2020 0:00;Магнит;Санкт-Петербург;Ягоды;Малина;2970;28;83160
16.02.2020 0:00;О'КЕЙ;Москва;Фрукты;Яблоки;1230;34;41820
16.02.2020 0:00;Ашан;Новосибирск;Ягоды;Брусника;1670;72;120240
16.02.2020 0:00;Лента;Ростов-на-Дону;Овощи;Свекла;450;9;4050
16.02.2020 0:00;Магнит;Санкт-Петербург;Ягоды;Малина;2970;28;83160
16.02.2020 0:00;О'КЕЙ;Новосибирск;Фрукты;Бананы;2400;16;38400
16.02.2020 0:00;Магнит;Екатеринбург;Ягоды;Черешня;1760;92;161920
16.02.2020 0:00;Лента;Санкт-Петербург;Зелень;Кинза;650;42;27300
16.02.2020 0:00;О'КЕЙ;Новосибирск;Ягоды;Малина;2970;81;240570
16.02.2020 0:00;Ашан;Санкт-Петербург;Ягоды;Голубика;3205;53;169865
16.02.2020 0:00;Лента;Екатеринбург;Ягоды;Смородина черная;1505;14;21070
16.02.2020 0:00;Лента;Екатеринбург;Ягоды;Брусника;1670;5;8350
16.02.2020 0:00;Лента;Ростов-на-Дону;Зелень;Лук зеленый;705;81;57105
16.02.2020 0:00;Ашан;Ростов-на-Дону;Зелень;Салат айсберг;1380;34;46920
16.02.2020 0:00;Магнит;Новосибирск;Фрукты;Яблоки;1230;66;81180
17.02.2020 0:00;Лента;Екатеринбург;Зелень;Укроп;650;34;22100
17.02.2020 0:00;О'КЕЙ;Москва;Фрукты;Сливы;930;36;33480
17.02.2020 0:00;Магнит;Санкт-Петербург;Фрукты;Апельсины;2540;55;139700
17.02.2020 0:00;Ашан;Новосибирск;Фрукты;Сливы;930;25;23250
17.02.2020 0:00;Магнит;Ростов-на-Дону;Ягоды;Клубника;2460;95;233700
17.02.2020 0:00;Лента;Санкт-Петербург;Фрукты;Апельсины;2540;7;17780
17.02.2020 0:00;Лента;Екатеринбург;Зелень;Салат римский;540;46;24840
17.02.2020 0:00;Ашан;Екатеринбург;Ягоды;Голубика;3205;38;121790
18.02.2020 0:00;О'КЕЙ;Ростов-на-Дону;Зелень;Кинза;650;99;64350
18.02.2020 0:00;Ашан;Новосибирск;Ягоды;Черешня;1760;80;140800
18.02.2020 0:00;Лента;Москва;Овощи;Кабачки;325;59;19175
18.02.2020 0:00;Магнит;Екатеринбург;Овощи;Баклажаны;890;65;57850
18.02.2020 0:00;Ашан;Новосибирск;Зелень;Петрушка;640;33;21120
18.02.2020 0:00;О'КЕЙ;Новосибирск;Зелень;Салат айсберг;1380;34;46920
18.02.2020 0:00;Ашан;Москва;Зелень;Салат римский;540;55;29700
18.02.2020 0:00;Магнит;Волгоград;Фрукты;Груши;1420;84;119280
18.02.2020 0:00;О'КЕЙ;Ростов-на-Дону;Зелень;Петрушка;640;79;50560
19.02.2020 0:00;Ашан;Ростов-на-Дону;Овощи;Капуста;460;58;26680
19.02.2020 0:00;О'КЕЙ;Новосибирск;Зелень;Кинза;650;90;58500
19.02.2020 0:00;Магнит;Новосибирск;Фрукты;Яблоки;1230;54;66420
19.02.2020 0:00;О'КЕЙ;Санкт-Петербург;Ягоды;Малина;2970;53;157410
19.02.2020 0:00;О'КЕЙ;Москва;Ягоды;Малина;2970;56;166320
19.02.2020 0:00;О'КЕЙ;Москва;Фрукты;Бананы;2400;12;28800
19.02.2020 0:00;Ашан;Москва;Овощи;Морковь;715;79;56485
19.02.2020 0:00;Лента;Волгоград;Зелень;Укроп;650;32;20800
19.02.2020 0:00;Магнит;Екатеринбург;Ягоды;Смородина черная;1505;55;82775
19.02.2020 0:00;Лента;Санкт-Петербург;Овощи;Картофель;690;12;8280
19.02.2020 0:00;Магнит;Санкт-Петербург;Овощи;Свекла;450;36;16200
19.02.2020 0:00;Магнит;Москва;Овощи;Капуста;460;12;5520
20.02.2020 0:00;О'КЕЙ;Новосибирск;Фрукты;Апельсины;2540;82;208280
20.02.2020 0:00;Магнит;Волгоград;Фрукты;Абрикосы;1320;5;6600
20.02.2020 0:00;Магнит;Санкт-Петербург;Зелень;Лук зеленый;705;90;63450
20.02.2020 0:00;Магнит;Екатеринбург;Ягоды;Голубика;3205;30;96150
20.02.2020 0:00;Ашан;Екатеринбург;Фрукты;Яблоки;1230;16;19680
21.02.2020 0:00;О'КЕЙ;Екатеринбург;Ягоды;Клубника;2460;36;88560
21.02.2020 0:00;Ашан;Новосибирск;Зелень;Петрушка;640;19;12160
21.02.2020 0:00;Магнит;Волгоград;Зелень;Салат римский;540;80;43200
21.02.2020 0:00;Лента;Екатеринбург;Овощи;Морковь;715;5;3575
21.02.2020 0:00;Ашан;Екатеринбург;Ягоды;Голубика;3205;15;48075
22.02.2020 0:00;Ашан;Ростов-на-Дону;Ягоды;Брусника;1670;93;155310
22.02.2020 0:00;Магнит;Екатеринбург;Ягоды;Клубника;2460;50;123000
22.02.2020 0:00;Магнит;Волгоград;Зелень;Салат айсберг;1380;39;53820
22.02.2020 0:00;Лента;Санкт-Петербург;Зелень;Петрушка;640;20;12800
22.02.2020 0:00;Ашан;Ростов-на-Дону;Фрукты;Сливы;930;79;73470
22.02.2020 0:00;Ашан;Ростов-на-Дону;Фрукты;Абрикосы;1320;97;128040
22.02.2020 0:00;Магнит;Москва;Фрукты;Апельсины;2540;65;165100
22.02.2020 0:00;О'КЕЙ;Ростов-на-Дону;Овощи;Баклажаны;890;27;24030
22.02.2020 0:00;О'КЕЙ;Ростов-на-Дону;Зелень;Салат римский;540;21;11340
22.02.2020 0:00;Магнит;Санкт-Петербург;Ягоды;Малина;2970;48;142560
22.02.2020 0:00;Лента;Москва;Ягоды;Брусника;1670;99;165330
22.02.2020 0:00;Ашан;Новосибирск;Зелень;Петрушка;640;77;49280
